language,year,borough,county,lang_family,speaker_num
Other Slavic,2005,Queens,81,Indo-European,7671.0
Other Slavic,2005,Staten Island,85,Indo-European,
Other Slavic,2010,Bronx,5,Indo-European,884.0
Other Slavic,2010,Brooklyn,47,Indo-European,5291.0
Other Slavic,2010,Manhattan,61,Indo-European,5422.0
Other Slavic,2010,Queens,81,Indo-European,4111.0
Other Slavic,2010,Staten Island,85,Indo-European,
Other Slavic,2015,Bronx,5,Indo-European,1357.0
Other Slavic,2015,Brooklyn,47,Indo-European,7077.0
Other Slavic,2015,Manhattan,61,Indo-European,2674.0
Other Slavic,2015,Queens,81,Indo-European,7294.0
Other Slavic,2015,Staten Island,85,Indo-European,2822.0
Other Slavic,2019,Bronx,5,Indo-European,622.0
Other Slavic,2019,Brooklyn,47,Indo-European,6464.0
Other Slavic,2019,Manhattan,61,Indo-European,2262.0
Other Slavic,2019,Queens,81,Indo-European,3415.0
Other Slavic,2019,Staten Island,85,Indo-European,2781.0
Other Tai-Kadai,2019,Bronx,5,Asian and Pacific Island,66.0
Other Tai-Kadai,2019,Brooklyn,47,Asian and Pacific Island,357.0
Other Tai-Kadai,2019,Manhattan,61,Asian and Pacific Island,1061.0
Other Tai-Kadai,2019,Queens,81,Asian and Pacific Island,5472.0
Other Tai-Kadai,2019,Staten Island,85,Asian and Pacific Island,
Persian,2005,Bronx,5,Indo-European,261.0
Persian,2005,Brooklyn,47,Indo-European,1785.0
Persian,2005,Manhattan,61,Indo-European,1600.0
Persian,2005,Queens,81,Indo-European,4817.0
Persian,2005,Staten Island,85,Indo-European,
Persian,2010,Bronx,5,Indo-European,398.0
Persian,2010,Brooklyn,47,Indo-European,616.0
Persian,2010,Manhattan,61,Indo-European,2311.0
Persian,2010,Queens,81,Indo-European,4773.0
Persian,2010,Staten Island,85,Indo-European,
Persian,2015,Bronx,5,Indo-European,579.0
Persian,2015,Brooklyn,47,Indo-European,2764.0
Persian,2015,Manhattan,61,Indo-European,2858.0
Persian,2015,Queens,81,Indo-European,3962.0
Persian,2015,Staten Island,85,Indo-European,89.0
Persian,2019,Bronx,5,Indo-European,369.0
Persian,2019,Brooklyn,47,Indo-European,3154.0
Persian,2019,Manhattan,61,Indo-European,3805.0
Persian,2019,Queens,81,Indo-European,3416.0
Persian,2019,Staten Island,85,Indo-European,
Polish,2005,Bronx,5,Indo-European,659.0
Polish,2005,Brooklyn,47,Indo-European,26911.0
Polish,2005,Manhattan,61,Indo-European,2263.0
Polish,2005,Queens,81,Indo-European,20557.0
Polish,2005,Staten Island,85,Indo-European,
Polish,2010,Bronx,5,Indo-European,508.0
Polish,2010,Brooklyn,47,Indo-European,25269.0
Polish,2010,Manhattan,61,Indo-European,4502.0
Polish,2010,Queens,81,Indo-European,24441.0
Polish,2010,Staten Island,85,Indo-European,
Polish,2015,Bronx,5,Indo-European,1638.0
Polish,2015,Brooklyn,47,Indo-European,19956.0
Polish,2015,Manhattan,61,Indo-European,2639.0
Polish,2015,Queens,81,Indo-European,26044.0
Polish,2015,Staten Island,85,Indo-European,5680.0
Polish,2019,Bronx,5,Indo-European,324.0
Polish,2019,Brooklyn,47,Indo-European,13089.0
Polish,2019,Manhattan,61,Indo-European,2413.0
Polish,2019,Queens,81,Indo-European,24661.0
Polish,2019,Staten Island,85,Indo-European,4250.0
Portuguese,2005,Bronx,5,Indo-European,482.0
Portuguese,2005,Brooklyn,47,Indo-European,1812.0
Portuguese,2005,Manhattan,61,Indo-European,4257.0
Portuguese,2005,Queens,81,Indo-European,7007.0
Portuguese,2005,Staten Island,85,Indo-European,
Portuguese,2010,Bronx,5,Indo-European,513.0
Portuguese,2010,Brooklyn,47,Indo-European,1788.0
Portuguese,2010,Manhattan,61,Indo-European,6736.0
Portuguese,2010,Queens,81,Indo-European,7750.0
Portuguese,2010,Staten Island,85,Indo-European,
Portuguese,2015,Bronx,5,Indo-European,1686.0
Portuguese,2015,Brooklyn,47,Indo-European,2813.0
Portuguese,2015,Manhattan,61,Indo-European,6994.0
Portuguese,2015,Queens,81,Indo-European,6006.0
Portuguese,2015,Staten Island,85,Indo-European,175.0
Portuguese,2019,Bronx,5,Indo-European,866.0
Portuguese,2019,Brooklyn,47,Indo-European,2884.0
Portuguese,2019,Manhattan,61,Indo-European,10671.0
Portuguese,2019,Queens,81,Indo-European,4626.0
Portuguese,2019,Staten Island,85,Indo-European,297.0
Punjabi,2019,Bronx,5,Indo-European,950.0
Punjabi,2019,Brooklyn,47,Indo-European,2855.0
Punjabi,2019,Manhattan,61,Indo-European,720.0
Punjabi,2019,Queens,81,Indo-European,20247.0
Punjabi,2019,Staten Island,85,Indo-European,
Russian,2005,Bronx,5,Indo-European,5774.0
Russian,2005,Brooklyn,47,Indo-European,137872.0
Russian,2005,Manhattan,61,Indo-European,8719.0
Russian,2005,Queens,81,Indo-European,30548.0
Russian,2005,Staten Island,85,Indo-European,
Russian,2010,Bronx,5,Indo-European,3182.0
Russian,2010,Brooklyn,47,Indo-European,128288.0
Russian,2010,Manhattan,61,Indo-European,11343.0
Russian,2010,Queens,81,Indo-European,32770.0
Russian,2010,Staten Island,85,Indo-European,
Russian,2015,Bronx,5,Indo-European,4429.0
Russian,2015,Brooklyn,47,Indo-European,128359.0
Russian,2015,Manhattan,61,Indo-European,13194.0
Russian,2015,Queens,81,Indo-European,41759.0
Russian,2015,Staten Island,85,Indo-European,12487.0
Russian,2019,Bronx,5,Indo-European,3403.0
Russian,2019,Brooklyn,47,Indo-European,123340.0
Russian,2019,Manhattan,61,Indo-European,15043.0
Russian,2019,Queens,81,Indo-European,33656.0
Russian,2019,Staten Island,85,Indo-European,17677.0
Serbo-Croatian,2005,Bronx,5,Indo-European,1302.0
Serbo-Croatian,2005,Brooklyn,47,Indo-European,3315.0
Serbo-Croatian,2005,Manhattan,61,Indo-European,3428.0
Serbo-Croatian,2005,Queens,81,Indo-European,10310.0
Serbo-Croatian,2005,Staten Island,85,Indo-European,
Serbo-Croatian,2010,Bronx,5,Indo-European,2429.0
Serbo-Croatian,2010,Brooklyn,47,Indo-European,2276.0
Serbo-Croatian,2010,Manhattan,61,Indo-European,6112.0
Serbo-Croatian,2010,Queens,81,Indo-European,9843.0
Serbo-Croatian,2010,Staten Island,85,Indo-European,
Serbo-Croatian,2015,Bronx,5,Indo-European,1840.0
Serbo-Croatian,2015,Brooklyn,47,Indo-European,3296.0
Serbo-Croatian,2015,Manhattan,61,Indo-European,4288.0
Serbo-Croatian,2015,Queens,81,Indo-European,9959.0
Serbo-Croatian,2015,Staten Island,85,Indo-European,1834.0
Serbo-Croatian,2019,Bronx,5,Indo-European,1491.0
Serbo-Croatian,2019,Brooklyn,47,Indo-European,1467.0
Serbo-Croatian,2019,Manhattan,61,Indo-European,1765.0
Serbo-Croatian,2019,Queens,81,Indo-European,11137.0
Serbo-Croatian,2019,Staten Island,85,Indo-European,1464.0
Spanish,2005,Bronx,5,Indo-European,556951.0
Spanish,2005,Brooklyn,47,Indo-European,398837.0
Spanish,2005,Manhattan,61,Indo-European,321861.0
Spanish,2005,Queens,81,Indo-European,487565.0
Spanish,2005,Staten Island,85,Indo-European,
Spanish,2010,Bronx,5,Indo-European,603543.0
Spanish,2010,Brooklyn,47,Indo-European,401318.0
Spanish,2010,Manhattan,61,Indo-European,342634.0
Spanish,2010,Queens,81,Indo-European,510372.0
Spanish,2010,Staten Island,85,Indo-European,
Spanish,2015,Bronx,5,Indo-European,651874.0
Spanish,2015,Brooklyn,47,Indo-European,399775.0
Spanish,2015,Manhattan,61,Indo-European,340566.0
Spanish,2015,Queens,81,Indo-European,524568.0
Spanish,2015,Staten Island,85,Indo-European,46850.0
Spanish,2019,Bronx,5,Indo-European,631573.0
Spanish,2019,Brooklyn,47,Indo-European,363599.0
Spanish,2019,Manhattan,61,Indo-European,321998.0
Spanish,2019,Queens,81,Indo-European,500857.0
Spanish,2019,Staten Island,85,Indo-European,45789.0
Tagalog,2005,Bronx,5,Asian and Pacific Island,4459.0
Tagalog,2005,Brooklyn,47,Asian and Pacific Island,4357.0
Tagalog,2005,Manhattan,61,Asian and Pacific Island,5363.0
Tagalog,2005,Queens,81,Asian and Pacific Island,30530.0
Tagalog,2005,Staten Island,85,Asian and Pacific Island,
Tagalog,2010,Bronx,5,Asian and Pacific Island,3824.0
Tagalog,2010,Brooklyn,47,Asian and Pacific Island,6636.0
Tagalog,2010,Manhattan,61,Asian and Pacific Island,6597.0
Tagalog,2010,Queens,81,Asian and Pacific Island,35329.0
Tagalog,2010,Staten Island,85,Asian and Pacific Island,
Tagalog,2015,Bronx,5,Asian and Pacific Island,4034.0
Tagalog,2015,Brooklyn,47,Asian and Pacific Island,5277.0
Tagalog,2015,Manhattan,61,Asian and Pacific Island,6590.0
Tagalog,2015,Queens,81,Asian and Pacific Island,29458.0
Tagalog,2015,Staten Island,85,Asian and Pacific Island,4501.0
Tagalog,2019,Bronx,5,Asian and Pacific Island,4129.0
Tagalog,2019,Brooklyn,47,Asian and Pacific Island,4758.0
Tagalog,2019,Manhattan,61,Asian and Pacific Island,3937.0
Tagalog,2019,Queens,81,Asian and Pacific Island,36908.0
Tagalog,2019,Staten Island,85,Asian and Pacific Island,2992.0
Tamil,2019,Bronx,5,Indo-European,829.0
Tamil,2019,Brooklyn,47,Indo-European,409.0
Tamil,2019,Manhattan,61,Indo-European,998.0
Tamil,2019,Queens,81,Indo-European,1075.0
Tamil,2019,Staten Island,85,Indo-European,2735.0
Telugu,2019,Bronx,5,Indo-European,52.0
Telugu,2019,Brooklyn,47,Indo-European,673.0
Telugu,2019,Manhattan,61,Indo-European,1013.0
Telugu,2019,Queens,81,Indo-European,884.0
Telugu,2019,Staten Island,85,Indo-European,136.0
Thai,2005,Bronx,5,Asian and Pacific Island,643.0
Thai,2005,Brooklyn,47,Asian and Pacific Island,382.0
Thai,2005,Manhattan,61,Asian and Pacific Island,395.0
Thai,2005,Queens,81,Asian and Pacific Island,3519.0
Thai,2005,Staten Island,85,Asian and Pacific Island,
Thai,2010,Bronx,5,Asian and Pacific Island,45.0
Thai,2010,Brooklyn,47,Asian and Pacific Island,1436.0
Thai,2010,Manhattan,61,Asian and Pacific Island,808.0
Thai,2010,Queens,81,Asian and Pacific Island,3840.0
Thai,2010,Staten Island,85,Asian and Pacific Island,
Thai,2015,Bronx,5,Asian and Pacific Island,263.0
Thai,2015,Brooklyn,47,Asian and Pacific Island,1010.0
Thai,2015,Manhattan,61,Asian and Pacific Island,370.0
Thai,2015,Queens,81,Asian and Pacific Island,3195.0
Thai,2015,Staten Island,85,Asian and Pacific Island,308.0
Urdu,2005,Bronx,5,Indo-European,1503.0
Urdu,2005,Brooklyn,47,Indo-European,9481.0
Urdu,2005,Manhattan,61,Indo-European,1353.0
Urdu,2005,Queens,81,Indo-European,15702.0
Urdu,2005,Staten Island,85,Indo-European,
Urdu,2010,Bronx,5,Indo-European,3877.0
Urdu,2010,Brooklyn,47,Indo-European,13557.0
Urdu,2010,Manhattan,61,Indo-European,1934.0
Urdu,2010,Queens,81,Indo-European,23001.0
Urdu,2010,Staten Island,85,Indo-European,
Urdu,2015,Bronx,5,Indo-European,2863.0
Urdu,2015,Brooklyn,47,Indo-European,21199.0
Urdu,2015,Manhattan,61,Indo-European,3121.0
Urdu,2015,Queens,81,Indo-European,18085.0
Urdu,2015,Staten Island,85,Indo-European,3826.0
Urdu,2019,Bronx,5,Indo-European,3206.0
Urdu,2019,Brooklyn,47,Indo-European,19384.0
Urdu,2019,Manhattan,61,Indo-European,1400.0
Urdu,2019,Queens,81,Indo-European,16747.0
Urdu,2019,Staten Island,85,Indo-European,2572.0
Vietnamese,2005,Bronx,5,Asian and Pacific Island,2658.0
Vietnamese,2005,Brooklyn,47,Asian and Pacific Island,3362.0
Vietnamese,2005,Manhattan,61,Asian and Pacific Island,1922.0
Vietnamese,2005,Queens,81,Asian and Pacific Island,3840.0
Vietnamese,2005,Staten Island,85,Asian and Pacific Island,
Vietnamese,2010,Bronx,5,Asian and Pacific Island,2409.0
Vietnamese,2010,Brooklyn,47,Asian and Pacific Island,2415.0
Vietnamese,2010,Manhattan,61,Asian and Pacific Island,2017.0
Vietnamese,2010,Queens,81,Asian and Pacific Island,2789.0
Vietnamese,2010,Staten Island,85,Asian and Pacific Island,
Vietnamese,2015,Bronx,5,Asian and Pacific Island,2559.0
Vietnamese,2015,Brooklyn,47,Asian and Pacific Island,2876.0
Vietnamese,2015,Manhattan,61,Asian and Pacific Island,1376.0
Vietnamese,2015,Queens,81,Asian and Pacific Island,3489.0
Vietnamese,2015,Staten Island,85,Asian and Pacific Island,518.0
Vietnamese,2019,Bronx,5,Asian and Pacific Island,3369.0
Vietnamese,2019,Brooklyn,47,Asian and Pacific Island,2906.0
Vietnamese,2019,Manhattan,61,Asian and Pacific Island,1467.0
Vietnamese,2019,Queens,81,Asian and Pacific Island,4694.0
Vietnamese,2019,Staten Island,85,Asian and Pacific Island,39.0
